building_id,surface_m2,year_built,building_type,city,energy_consumption_kwh,co2_emissions_kg,energy_class
997,191.9,1968,Bureau,Lyon,247.5,33.0,G
998,145.6,1978,Commerce,Marseille,255.9,44.2,E
999,97.2,2009,Bureau,Toulouse,120.5,35.9,E
1000,142.9,1967,Industrie,Lille,235.2,18.4,E
1001,,1984,Industrie,Paris,134.3,37.2,F
1002,157.0,1992,École,Lille,157.5,30.0,G
1003,122.4,1960,École,Marseille,160.7,45.3,G
1004,94.1,1998,Résidentiel,Marseille,186.5,36.8,B
1005,147.9,1987,Industrie,Lille,240.1,36.1,F
1006,135.7,2013,École,Nantes,195.9,22.4,A
1007,155.8,2018,Bureau,Marseille,172.4,32.2,A
1008,145.4,1957,Commerce,Lyon,238.0,,A
1009,162.0,1983,Bureau,Lyon,131.8,25.7,A
1010,98.6,1997,Commerce,Marseille,175.4,34.6,A
1011,,2005,École,Marseille,239.7,23.8,D
1012,,2014,Résidentiel,Nantes,211.8,20.8,E
1013,203.0,1980,Bureau,Lyon,152.0,34.0,F
1014,92.4,1953,Bureau,Marseille,89.2,37.1,D
1015,189.4,1999,Bureau,Marseille,198.7,58.9,F
1016,127.9,2018,Commerce,Nantes,85.3,29.5,B
1017,93.9,1979,École,Nantes,167.2,34.4,G
1018,100.6,2008,Bureau,Lille,250.7,20.0,C
1019,107.2,2016,Bureau,Nantes,215.8,42.3,E
1020,137.0,1994,Résidentiel,Paris,58.6,39.8,B
1021,140.9,1953,Résidentiel,Lyon,192.0,52.9,D
1022,97.1,1975,École,Lille,160.8,48.3,C
1023,119.0,1976,École,Paris,103.6,39.2,G
1024,205.7,1995,Industrie,Marseille,200.1,29.4,B
1025,,2013,Résidentiel,Marseille,150.5,37.5,G
1026,137.5,2000,Industrie,Lille,150.9,,G
1027,121.5,1999,Commerce,Nantes,187.4,46.4,F
1028,124.8,1955,Industrie,Marseille,142.4,44.9,C
1029,144.5,2008,Bureau,Toulouse,185.7,31.4,F
1030,79.1,1964,Industrie,Lille,144.4,17.5,G
1031,109.7,1979,École,Paris,147.7,,B
1032,53.3,1991,Commerce,Lille,239.6,42.0,G
1033,136.0,1986,Bureau,Lyon,245.7,31.2,D
1034,145.9,1991,Industrie,Nantes,77.5,41.5,G
1035,100.7,1984,Commerce,Nantes,224.8,35.9,F
1036,183.0,1955,Commerce,Lille,263.9,50.8,C
1037,71.0,2017,Bureau,Marseille,,11.8,B
1038,61.4,1967,Industrie,Marseille,211.2,,F
1039,129.0,2022,Commerce,Toulouse,116.6,54.2,G
1040,161.9,1978,Commerce,Toulouse,217.8,41.8,D
1041,187.4,2008,Résidentiel,Nantes,127.8,56.3,E
1042,101.6,1996,Commerce,Toulouse,159.4,20.3,D
1043,163.1,1966,Résidentiel,Paris,203.0,47.9,G
1044,118.5,1971,Industrie,Toulouse,131.7,47.1,D
1045,113.1,2017,Industrie,Paris,111.2,14.8,E
1046,155.3,2018,Industrie,Toulouse,207.9,31.5,D
1047,146.1,1986,École,Nantes,292.0,,E
1048,56.9,1998,Industrie,Nantes,254.6,15.6,G
1049,179.1,1962,Commerce,Paris,222.4,31.7,E
1050,175.2,1983,Bureau,Lille,238.8,45.5,F
1051,95.0,2002,Résidentiel,Nantes,218.3,30.3,F
1052,135.8,2000,École,Lille,207.0,37.9,E
1053,139.8,1952,Industrie,Marseille,233.9,38.0,B
1054,,1991,Industrie,Paris,97.9,34.9,C
1055,98.0,1981,Bureau,Nantes,192.0,26.5,B
1056,93.1,2000,Bureau,Lyon,175.1,42.9,E
1057,119.0,1995,École,Marseille,184.7,,C
1058,166.9,1970,Résidentiel,Lille,152.3,35.1,F
1059,141.7,1993,Industrie,Nantes,211.2,51.6,C
1060,,1960,École,Paris,130.9,29.6,E
1061,150.9,2017,Commerce,Toulouse,148.0,26.3,F
1062,20.0,1950,Commerce,Lyon,140.8,43.7,C
1063,166.0,2012,École,Lille,231.8,37.0,C
1064,50.4,1973,Industrie,Marseille,179.3,43.9,B
1065,105.5,1962,École,Paris,152.4,35.5,C
1066,75.2,1960,Industrie,Lyon,157.6,6.3,G
1067,,2000,Bureau,Paris,180.2,49.2,E
1068,166.4,1966,École,Nantes,277.3,59.8,A
1069,101.3,1973,Industrie,Toulouse,105.8,50.4,A
1070,,1968,École,Marseille,220.5,5.0,A
1071,118.1,1986,École,Paris,208.3,40.4,E
1072,139.1,1957,Industrie,Lille,127.0,29.4,A
1073,123.1,1977,Industrie,Nantes,268.0,22.0,B
1074,68.7,1954,Résidentiel,Nantes,212.4,36.5,E
1075,,1966,École,Marseille,149.5,,G
1076,100.2,1985,Commerce,Nantes,68.4,41.1,F
1077,57.7,1968,École,Lille,193.7,35.7,G
1078,,2013,École,Paris,177.3,21.6,E
1079,180.0,1960,Industrie,Marseille,118.2,,E
1080,154.0,2003,École,Nantes,117.4,26.1,C
1081,106.1,1994,École,Nantes,232.1,14.4,C
1082,,1996,Commerce,Lille,62.7,18.5,C
1083,107.1,1961,Industrie,Toulouse,198.9,32.5,D
1084,203.1,1970,École,Toulouse,168.8,,B
1085,135.3,1960,Bureau,Nantes,209.8,28.6,E
1086,137.2,1954,Résidentiel,Paris,162.3,25.9,G
1087,161.2,2005,Commerce,Marseille,197.6,20.8,E
1088,129.6,1969,École,Nantes,,35.4,C
1089,109.6,1990,Bureau,Lyon,177.0,49.2,E
1090,112.1,1995,École,Marseille,209.3,59.0,F
1091,117.1,1961,École,Toulouse,189.1,,E
1092,118.5,2019,Industrie,Nantes,202.8,36.7,G
1093,149.1,1966,Industrie,Lille,124.3,28.5,A
1094,122.1,1968,Industrie,Lyon,144.6,30.5,F
1095,149.3,1975,Bureau,Nantes,145.6,42.6,F
1096,116.8,1997,École,Paris,,31.2,E
1097,123.1,2001,Résidentiel,Lyon,261.5,33.1,D
1098,40.1,2019,Commerce,Nantes,158.7,34.7,C
1099,156.7,2004,Industrie,Paris,111.4,27.9,B
1100,133.9,1982,Industrie,Lyon,212.5,34.1,B
1101,159.9,2011,École,Paris,260.8,10.8,A
1102,,1972,École,Paris,104.3,41.6,B
1103,203.5,1964,Bureau,Lyon,298.4,63.2,B
1104,114.4,1976,Bureau,Lyon,204.9,28.4,C
1105,164.3,2013,Industrie,Paris,242.0,39.5,C
1106,78.4,2000,École,Toulouse,,45.2,D
1107,144.5,2002,Résidentiel,Lyon,238.4,50.4,G
1108,77.9,2000,Commerce,Nantes,,31.8,A
1109,95.0,1996,École,Marseille,253.1,13.4,B
1110,196.6,1953,École,Lille,195.3,38.2,D
1111,112.4,1956,Bureau,Paris,245.4,36.5,A
1112,128.7,1984,Commerce,Paris,252.0,30.9,F
1113,154.8,1997,Industrie,Lille,114.5,33.4,B
1114,139.8,2022,École,Toulouse,227.7,36.7,B
1115,126.0,2021,Industrie,Lille,169.1,39.3,C
1116,134.6,1994,École,Lyon,188.3,38.8,E
1117,216.1,2021,Industrie,Lille,,32.4,A
1118,117.7,1968,Commerce,Paris,185.2,39.6,B
1119,128.0,2012,Bureau,Lille,271.4,31.6,A
1120,,1987,Commerce,Marseille,98.0,42.7,G
1121,164.2,2016,Résidentiel,Nantes,76.7,27.5,D
1122,167.5,2008,Bureau,Lyon,64.0,35.9,D
1123,145.5,2018,Commerce,Lille,244.1,15.5,E
1124,74.3,1962,Résidentiel,Paris,133.6,30.6,B
1125,185.3,1996,École,Nantes,187.9,41.8,G
1126,74.1,2010,École,Lyon,173.1,22.6,C
1127,132.1,1980,Industrie,Paris,126.8,31.2,B
1128,89.8,1971,Bureau,Toulouse,231.1,6.1,A
1129,117.4,1992,École,Marseille,172.4,18.6,F
1130,133.2,2016,Bureau,Toulouse,165.7,21.7,D
1131,,2003,École,Marseille,194.0,36.2,A
1132,136.9,1959,Industrie,Lille,223.2,39.0,E
1133,184.5,1991,Commerce,Lyon,122.5,34.3,D
1134,138.1,2013,Industrie,Lille,232.4,30.4,C
1135,110.2,1970,Résidentiel,Marseille,267.0,30.5,D
1136,,2015,École,Marseille,94.4,43.6,F
1137,167.6,1990,Résidentiel,Marseille,196.7,37.6,G
1138,70.9,1973,Résidentiel,Nantes,161.7,31.0,B
1139,143.9,1984,Bureau,Paris,222.0,50.5,F
1140,148.0,2005,École,Lyon,107.0,58.4,G
1141,108.1,1979,Résidentiel,Lille,277.7,,F
1142,175.0,2006,Commerce,Lille,83.5,41.3,B
1143,114.0,1996,Résidentiel,Toulouse,165.3,72.1,D
1144,125.0,1984,Commerce,Marseille,206.1,38.4,E
1145,113.1,1968,Bureau,Marseille,138.8,36.4,B
1146,120.6,1957,Résidentiel,Marseille,129.4,34.3,B
1147,76.1,1975,Industrie,Lille,193.3,40.9,G
1148,62.4,2020,Bureau,Toulouse,,44.1,C
1149,183.8,1979,Commerce,Paris,180.4,20.1,D
1150,86.1,1956,Bureau,Nantes,231.5,34.7,B
1151,,2016,Résidentiel,Lyon,156.3,7.8,E
1152,33.9,2014,École,Paris,199.2,32.5,A
1153,94.4,1985,École,Lille,149.6,24.2,D
1154,67.1,1974,Commerce,Nantes,129.0,39.1,C
1155,185.7,1986,Commerce,Nantes,162.9,15.1,F
1156,160.4,1950,École,Nantes,150.1,28.9,B
1157,92.5,1964,Commerce,Marseille,153.1,46.6,E
1158,210.1,1986,Bureau,Lyon,249.9,26.9,D
1159,159.3,1962,Industrie,Lille,164.8,12.1,E
1160,107.0,1957,Industrie,Lille,140.2,38.1,E
1161,20.0,1954,Bureau,Nantes,181.7,28.0,G
1162,211.6,2009,Industrie,Lille,186.3,32.8,F
1163,64.4,2022,Résidentiel,Lyon,108.8,26.2,C
1164,,1950,Bureau,Lyon,162.1,58.7,D
1165,160.9,1985,Commerce,Toulouse,159.7,16.3,B
1166,217.6,1984,Bureau,Toulouse,169.7,69.0,C
1167,,2015,École,Paris,223.5,30.3,B
1168,142.6,2012,Commerce,Lyon,188.2,37.2,A
1169,143.8,1972,École,Lyon,253.7,28.1,E
1170,154.1,1958,Commerce,Lyon,179.3,27.6,A
1171,150.4,1983,Industrie,Toulouse,286.6,25.6,G
1172,131.2,1995,Bureau,Nantes,152.4,42.2,E
1173,124.2,1953,Résidentiel,Nantes,133.8,,F
1174,,1979,Commerce,Lille,212.8,39.4,C
1175,89.8,2021,Commerce,Nantes,261.8,8.8,B
1176,108.8,1952,École,Marseille,97.3,38.3,G
1177,52.3,1963,Industrie,Toulouse,168.2,45.2,F
1178,116.1,2009,École,Lyon,143.4,19.7,B
1179,80.5,1994,École,Nantes,188.6,43.1,C
1180,75.9,1983,Industrie,Toulouse,180.6,35.6,D
1181,127.2,1994,Résidentiel,Nantes,,54.2,G
1182,175.7,2010,École,Paris,173.5,24.7,A
1183,156.7,1965,École,Lyon,262.5,68.8,A
1184,57.2,2015,Commerce,Paris,161.1,6.3,B
1185,80.4,1989,Industrie,Lyon,235.6,31.0,B
1186,157.6,1966,Bureau,Toulouse,193.7,14.6,B
1187,80.7,1983,Résidentiel,Lille,283.8,57.2,G
1188,111.0,1965,Résidentiel,Nantes,91.4,31.9,C
1189,,2009,Industrie,Nantes,110.2,32.9,D
1190,81.3,2015,Commerce,Marseille,289.9,40.3,A
1191,124.2,2015,Commerce,Paris,136.0,,F
1192,66.6,1962,Industrie,Nantes,139.8,27.9,E
1193,95.9,2005,Commerce,Toulouse,127.5,19.9,G
1194,132.8,1980,Résidentiel,Lille,248.9,37.0,G
1195,56.3,1983,Résidentiel,Toulouse,104.8,39.5,C
1196,137.6,1988,Bureau,Paris,181.3,43.3,A
1197,119.2,2016,Industrie,Marseille,164.1,58.0,D
1198,142.1,1957,École,Nantes,242.2,,C
1199,129.0,2004,École,Toulouse,146.2,34.2,F
1200,174.6,1976,Bureau,Lyon,204.9,49.3,A
